# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
     71000  -0.7041531479E+006  -0.2836776365E+005  -0.7325209116E+006  -0.3042130833E+006   0.4598065079E+007  -0.5786637223E+007   0.2914087232E+005  -0.1463644354E+007  -0.5923878419E+004   0.7137592964E+006   0.4181948953E+006  -0.5763436321E+005  -0.1127769316E+007
     72000  -0.6945584541E+006  -0.2842268238E+005  -0.7229811364E+006  -0.3106791884E+006   0.4598750778E+007  -0.5786637223E+007   0.2957374540E+005  -0.1468991887E+007  -0.2467725139E+004   0.7186891891E+006   0.4119676745E+006  -0.5991609884E+005  -0.1123699984E+007
     73000  -0.6929996003E+006  -0.2830621600E+005  -0.7213058163E+006  -0.3104327459E+006   0.4597617348E+007  -0.5786637223E+007   0.3083398110E+005  -0.1468618639E+007  -0.1111302595E+004   0.7126425873E+006   0.4086926900E+006  -0.5631433198E+005  -0.1126014813E+007
     74000  -0.7076326913E+006  -0.2856839341E+005  -0.7362010847E+006  -0.3026993485E+006   0.4610228305E+007  -0.5799635356E+007   0.3127447198E+005  -0.1460831927E+007  -0.1061037430E+005   0.7138522907E+006   0.4151788719E+006  -0.5516842681E+005  -0.1133780650E+007
     75000  -0.6902167365E+006  -0.2825064084E+005  -0.7184673774E+006  -0.3012111413E+006   0.4597652188E+007  -0.5786637223E+007   0.2948061700E+005  -0.1460715558E+007  -0.4121906038E+004   0.7182246324E+006   0.4108803559E+006  -0.5493181178E+005  -0.1109131665E+007
     76000  -0.6885090733E+006  -0.2840099875E+005  -0.7169100720E+006  -0.3115374780E+006   0.4597321002E+007  -0.5786637223E+007   0.2987040439E+005  -0.1470983294E+007  -0.8807924090E+004   0.7189645060E+006   0.4227896030E+006  -0.5745252926E+005  -0.1112399711E+007
     77000  -0.7041769808E+006  -0.2852221534E+005  -0.7326991962E+006  -0.2981952667E+006   0.4597745442E+007  -0.5786637223E+007   0.3177728428E+005  -0.1455309763E+007  -0.5230269003E+004   0.7190192092E+006   0.4162881157E+006  -0.5819044943E+005  -0.1116122353E+007
     78000  -0.6940666746E+006  -0.2823122653E+005  -0.7222979012E+006  -0.3003872697E+006   0.4596671169E+007  -0.5786637223E+007   0.3098887035E+005  -0.1459364453E+007   0.1231587372E+004   0.7169859976E+006   0.4196793462E+006  -0.5620065466E+005  -0.1099966078E+007
     79000  -0.7039709231E+006  -0.2857773686E+005  -0.7325486599E+006  -0.3021989471E+006   0.4595852660E+007  -0.5786637223E+007   0.3117328984E+005  -0.1461810219E+007  -0.1099727909E+002   0.7179564558E+006   0.4338412226E+006  -0.5130011357E+005  -0.1093872312E+007
     80000  -0.6977552856E+006  -0.2830766553E+005  -0.7260629512E+006  -0.3045685658E+006   0.4595845963E+007  -0.5786637223E+007   0.2927862783E+005  -0.1466081198E+007   0.1000263022E+004   0.7122589542E+006   0.4183898256E+006  -0.5242954755E+005  -0.1112924653E+007
     81000  -0.6891375922E+006  -0.2829948724E+005  -0.7174370794E+006  -0.3085495697E+006   0.4596787447E+007  -0.5786637223E+007   0.2942684088E+005  -0.1468972505E+007  -0.3158227333E+004   0.7143187920E+006   0.4270216397E+006  -0.5772058950E+005  -0.1105947969E+007
     82000  -0.7055529109E+006  -0.2852449634E+005  -0.7340774073E+006  -0.3025258496E+006   0.4596033742E+007  -0.5786637223E+007   0.2769164018E+005  -0.1465437689E+007  -0.3131755379E+004   0.7170943348E+006   0.4166262975E+006  -0.5299058076E+005  -0.1121916801E+007
     83000  -0.7031973607E+006  -0.2823223321E+005  -0.7314295939E+006  -0.2986529395E+006   0.4597209602E+007  -0.5786637223E+007   0.3012887971E+005  -0.1457951680E+007  -0.6791979689E+004   0.7176614314E+006   0.4063717539E+006  -0.5565458661E+005  -0.1127794655E+007
